Car ID,Brand,Year,Engine Size,Fuel Type,Transmission,Mileage,Condition,Price,Model
194,Ford,2003,3.5,Petrol,Automatic,279778,New,16273.89,Fiesta
1926,Ford,2012,4.2,Petrol,Automatic,99919,New,58132.97,Fiesta
574,Tesla,2004,5.5,Electric,Manual,128259,New,41858.72,Model X
947,Toyota,2000,4.2,Hybrid,Automatic,184681,Used,37912.87,Camry
504,BMW,2020,3.7,Petrol,Manual,247418,New,58703.76,5 Series
1808,Ford,2004,4.2,Electric,Manual,282689,Used,26668.44,Explorer
2408,Honda,2018,3.0,Hybrid,Automatic,270804,Used,6870.48,Fit
646,Honda,2022,4.1,Diesel,Manual,22075,Used,15895.49,Civic
4,Tesla,2011,4.1,Diesel,Automatic,68682,New,86374.33,Model Y
1778,Toyota,2014,3.0,Petrol,Automatic,235863,Used,32071.99,Camry
468,Honda,2018,1.6,Diesel,Manual,25989,Like New,93862.62,Accord
1346,Honda,2016,4.2,Electric,Manual,57888,Used,45985.99,CR-V
6,Audi,2019,2.4,Diesel,Automatic,246553,Like New,88969.76,Q7
2032,Ford,2005,1.2,Diesel,Manual,215933,New,92136.05,Fiesta
920,BMW,2020,3.3,Hybrid,Manual,21446,Like New,19141.4,3 Series
548,Tesla,2008,1.4,Hybrid,Automatic,55781,Used,58177.06,Model S
229,Tesla,2009,4.2,Diesel,Automatic,282566,New,26827.26,Model Y
1064,Ford,2005,2.1,Electric,Manual,45667,Like New,15792.23,Explorer
543,Audi,2009,3.9,Electric,Manual,255540,Used,48799.65,A3
243,BMW,2000,4.6,Petrol,Automatic,28810,New,70569.63,3 Series
899,Tesla,2003,2.5,Diesel,Automatic,1919,Like New,61313.37,Model 3
1755,Toyota,2012,2.9,Diesel,Manual,105025,Like New,22123.37,Corolla
1161,Audi,2013,3.3,Electric,Automatic,184885,Used,41249.71,Q7
1833,Audi,2000,1.0,Diesel,Automatic,170100,Used,67396.71,Q5
1689,BMW,2006,1.0,Hybrid,Manual,207791,Like New,69924.53,X3
1810,Tesla,2010,4.5,Diesel,Automatic,206422,Like New,25281.04,Model X
843,Mercedes,2012,1.2,Petrol,Manual,241262,Used,15517.04,C-Class
1374,Audi,2015,5.2,Hybrid,Automatic,261051,Like New,38523.4,A3
2108,BMW,2022,5.1,Diesel,Manual,222067,Like New,14881.64,X3
2113,Mercedes,2003,2.9,Hybrid,Automatic,143755,Like New,70626.72,C-Class
1527,Tesla,2004,3.1,Electric,Manual,26467,Like New,45001.78,Model X
277,Tesla,2006,3.4,Diesel,Automatic,297641,Used,46551.41,Model X
662,Audi,2022,4.0,Diesel,Manual,92554,Used,17432.03,A4
1827,Tesla,2023,2.9,Diesel,Automatic,130439,New,24597.72,Model 3
2117,Ford,2006,4.8,Hybrid,Automatic,92943,Like New,56311.09,Focus
2358,Mercedes,2010,3.9,Petrol,Manual,83576,Like New,26402.44,C-Class
1859,Audi,2016,3.3,Petrol,Automatic,294115,New,86782.66,Q7
315,BMW,2002,1.2,Electric,Manual,179884,Like New,49337.96,5 Series
1467,Mercedes,2015,3.8,Hybrid,Automatic,159855,Like New,86424.23,C-Class
1344,Audi,2023,1.0,Electric,Manual,54973,New,34979.46,A3
1846,Ford,2011,2.0,Petrol,Automatic,53744,Like New,77532.41,Focus
692,Toyota,2018,5.2,Electric,Manual,50100,New,81157.49,RAV4
1542,Toyota,2003,2.9,Petrol,Manual,221432,Like New,80975.36,Prius
613,BMW,2016,4.8,Diesel,Automatic,54766,Like New,89606.41,X5
425,Ford,2013,5.4,Diesel,Automatic,273388,New,17215.75,Fiesta
1578,Audi,2016,4.7,Petrol,Manual,270651,Like New,15573.09,A4
595,Audi,2013,1.3,Electric,Automatic,260226,New,34075.55,A3
2476,Tesla,2001,5.1,Petrol,Manual,17878,New,24633.93,Model X
1951,Honda,2015,3.8,Hybrid,Manual,168393,Like New,53403.76,CR-V
623,Audi,2003,5.1,Electric,Manual,206040,Like New,36432.36,Q7
1806,Ford,2008,2.2,Hybrid,Automatic,83265,Like New,34549.31,Fiesta
1494,Audi,2004,2.4,Petrol,Manual,141753,Like New,31567.83,Q7
2239,Toyota,2023,3.4,Hybrid,Manual,111186,Like New,61088.35,Corolla
228,Ford,2006,1.3,Petrol,Manual,14026,Used,84395.51,Fiesta
2323,Ford,2007,1.7,Diesel,Manual,232783,Like New,35496.28,Focus
1170,Mercedes,2017,4.8,Electric,Automatic,195543,Used,30689.75,GLC
2038,Tesla,2017,1.5,Petrol,Automatic,9387,New,75571.06,Model Y
1703,Tesla,2003,1.0,Hybrid,Manual,128721,Used,89146.02,Model S
67,Honda,2017,2.0,Hybrid,Automatic,88952,Used,84946.15,CR-V
1418,Mercedes,2021,4.7,Diesel,Automatic,281315,Like New,36266.32,C-Class
2255,Toyota,2021,3.0,Hybrid,Automatic,123447,Used,41756.29,RAV4
25,Audi,2015,3.0,Electric,Automatic,188489,New,82480.4,Q5
1236,BMW,2008,3.9,Hybrid,Manual,136559,Used,95693.28,5 Series
2464,BMW,2017,1.7,Diesel,Automatic,273139,Like New,94134.18,3 Series
145,Toyota,2010,1.9,Diesel,Manual,15052,Used,54702.39,Camry
537,Audi,2017,2.1,Diesel,Automatic,6050,Used,63548.0,A3
812,Toyota,2017,2.2,Petrol,Automatic,181844,New,12920.87,Corolla
1736,Tesla,2012,2.0,Hybrid,Automatic,99599,Like New,51812.24,Model S
1498,Ford,2019,5.5,Petrol,Automatic,186005,Used,58722.57,Fiesta
86,Honda,2005,3.1,Diesel,Automatic,269188,Like New,72231.75,Fit
1255,Audi,2000,4.4,Diesel,Manual,144535,Used,77050.35,A3
2208,Mercedes,2007,2.1,Hybrid,Manual,113431,Like New,9207.81,C-Class
2362,Audi,2013,4.6,Electric,Automatic,36080,Like New,48228.1,A3
2067,Ford,2011,5.8,Petrol,Manual,266891,New,77181.66,Focus
1670,Toyota,2021,2.7,Diesel,Manual,225226,Used,14467.78,Prius
485,Tesla,2006,3.9,Petrol,Automatic,67021,Like New,16395.84,Model 3
2227,Mercedes,2013,4.9,Petrol,Manual,205719,Used,77098.77,C-Class
2387,Ford,2010,4.5,Electric,Automatic,61086,Like New,22347.13,Mustang
739,Ford,2021,3.2,Diesel,Manual,259285,Like New,69986.73,Focus
1771,Toyota,2017,1.2,Diesel,Automatic,92035,New,10315.81,Camry
2189,Audi,2001,1.3,Diesel,Manual,271127,Used,54899.83,A4
2462,Mercedes,2008,2.5,Petrol,Automatic,220521,New,43465.23,E-Class
1743,Ford,2022,1.8,Hybrid,Manual,126525,Like New,96982.34,Fiesta
363,Honda,2001,3.9,Electric,Manual,20044,New,59133.42,Accord
750,Tesla,2022,5.1,Hybrid,Manual,241121,New,92800.59,Model 3
2106,BMW,2001,1.2,Diesel,Automatic,203225,Used,70928.77,5 Series
1647,BMW,2008,3.6,Petrol,Automatic,167364,New,90198.76,3 Series
1027,Tesla,2023,2.7,Diesel,Manual,260228,New,12017.69,Model S
1031,Mercedes,2020,2.3,Petrol,Manual,235603,Used,11167.74,GLC
1869,Toyota,2013,5.5,Diesel,Manual,46870,Like New,37120.26,Prius
1336,Ford,2020,2.8,Electric,Automatic,92447,Used,37154.06,Focus
2060,Toyota,2013,2.2,Hybrid,Automatic,186443,Like New,67076.17,RAV4
1895,BMW,2001,2.5,Hybrid,Manual,73079,New,5843.96,X5
666,Honda,2008,3.5,Diesel,Manual,240740,New,34536.64,Civic
365,Ford,2003,4.8,Electric,Manual,276850,Like New,84586.96,Fiesta
2293,Mercedes,2021,4.0,Electric,Manual,136343,New,26109.68,E-Class
1240,BMW,2016,4.2,Hybrid,Manual,130963,Used,20133.13,X5
78,Toyota,2010,2.8,Electric,Automatic,173717,New,45764.29,RAV4
28,Honda,2022,4.4,Diesel,Manual,204541,New,41033.39,Accord
474,Toyota,2018,5.0,Petrol,Automatic,190766,Like New,76065.14,Corolla
526,Mercedes,2002,3.9,Electric,Automatic,62085,New,45314.56,E-Class
726,Audi,2009,4.7,Petrol,Automatic,244865,Used,31455.83,Q5
56,Tesla,2003,3.3,Petrol,Manual,294977,New,60966.05,Model S
639,Honda,2001,4.7,Petrol,Manual,27676,Used,80932.55,Civic
303,Ford,2002,2.1,Petrol,Manual,179889,Used,73235.92,Explorer
719,Ford,2000,3.9,Electric,Automatic,109525,Like New,8798.68,Focus
1872,BMW,2008,5.1,Petrol,Automatic,50061,Used,24702.88,3 Series
625,Ford,2008,4.9,Diesel,Manual,90005,Like New,36641.96,Fiesta
8,Tesla,2017,5.3,Hybrid,Automatic,83030,New,17381.19,Model Y
1281,Audi,2020,5.1,Diesel,Manual,112099,New,42462.69,Q5
804,Audi,2018,1.9,Electric,Manual,234799,New,35070.17,Q7
1050,Mercedes,2002,3.0,Electric,Manual,108668,New,73959.9,E-Class
337,Ford,2002,4.7,Electric,Manual,214469,New,17672.68,Mustang
1597,Tesla,2010,5.1,Electric,Automatic,61742,New,66458.19,Model 3
48,BMW,2016,5.4,Petrol,Automatic,250168,New,85266.84,X5
2153,Ford,2018,2.5,Electric,Automatic,119968,New,84887.86,Focus
107,Audi,2000,1.4,Electric,Manual,228208,Used,88047.31,Q7
350,BMW,2020,4.3,Electric,Manual,94515,Used,59300.95,3 Series
1080,Toyota,2001,3.0,Diesel,Automatic,23382,Used,90478.61,Corolla
239,Tesla,2016,2.9,Hybrid,Manual,130066,Used,19843.19,Model X
214,Tesla,2014,1.9,Petrol,Manual,121399,Used,33474.3,Model S
1145,BMW,2019,3.7,Electric,Automatic,252299,Like New,58675.79,X5
2380,Honda,2007,4.1,Diesel,Automatic,275830,New,38731.08,Civic
1762,Mercedes,2022,3.5,Electric,Manual,158795,Like New,75740.88,GLC
794,Mercedes,2016,4.1,Hybrid,Manual,199416,New,15327.35,E-Class
1097,Ford,2018,4.0,Hybrid,Manual,121327,New,23422.9,Mustang
2207,Toyota,2006,3.4,Diesel,Automatic,102339,Like New,94132.36,RAV4
1740,Audi,2006,5.8,Diesel,Automatic,101584,Used,37067.94,Q5
2223,Honda,2018,2.4,Hybrid,Manual,256349,New,76821.58,Civic
346,Toyota,2007,2.8,Hybrid,Manual,299355,Like New,40601.34,Camry
524,BMW,2003,1.9,Electric,Manual,86134,New,22932.06,3 Series
233,Mercedes,2009,3.2,Electric,Manual,58031,New,14583.79,C-Class
645,Honda,2017,4.5,Hybrid,Manual,68147,Used,54909.08,Accord
1918,Audi,2021,1.8,Hybrid,Manual,50151,Like New,10605.99,A4
2171,BMW,2020,1.2,Hybrid,Manual,172343,Used,41390.97,5 Series
1429,Mercedes,2007,3.4,Electric,Manual,49477,New,94194.75,GLC
534,Honda,2001,3.9,Hybrid,Manual,46104,Like New,17291.19,Accord
2172,Honda,2017,2.8,Diesel,Manual,138307,Like New,64874.94,Fit
604,Toyota,2010,1.2,Hybrid,Manual,249091,Used,40537.67,Prius
1490,Audi,2010,4.4,Diesel,Manual,91594,Like New,78189.24,A3
1858,Toyota,2009,2.3,Electric,Automatic,220629,Used,31803.5,Prius
1427,Toyota,2002,4.7,Electric,Manual,102840,Like New,22424.55,Corolla
1075,Audi,2012,1.5,Petrol,Automatic,206096,Used,11200.65,Q7
2006,Ford,2019,1.4,Electric,Automatic,209047,Like New,9660.59,Mustang
61,Mercedes,2013,5.8,Petrol,Manual,80522,Used,63774.29,GLC
1941,Toyota,2011,1.9,Electric,Manual,135678,New,17868.57,Corolla
93,BMW,2012,3.2,Electric,Manual,238680,New,56392.39,3 Series
667,Audi,2014,2.2,Diesel,Manual,87052,Like New,52854.61,A3
1721,Ford,2001,3.5,Hybrid,Manual,66126,Used,9592.2,Mustang
2247,BMW,2020,3.5,Diesel,Automatic,72725,Used,78113.54,3 Series
281,Tesla,2007,2.6,Electric,Manual,210171,Used,82974.33,Model X
1720,Audi,2012,5.5,Petrol,Manual,37177,Used,62884.66,A4
1726,Audi,2001,2.5,Electric,Manual,44989,New,93926.98,A4
360,Honda,2011,4.1,Petrol,Automatic,130842,Used,21017.35,Accord
1749,Audi,2020,5.5,Electric,Manual,271889,New,57910.1,A3
1544,Tesla,2004,1.3,Hybrid,Automatic,36355,Like New,5343.23,Model Y
1398,BMW,2007,3.0,Diesel,Automatic,62513,Used,29925.11,X5
1804,BMW,2017,1.7,Electric,Manual,161554,Used,5107.22,X5
848,BMW,2020,3.0,Petrol,Automatic,250470,Like New,80364.72,X5
1207,Honda,2022,4.0,Electric,Manual,181142,Used,50531.23,CR-V
2263,Mercedes,2020,2.3,Diesel,Manual,207358,Used,17028.88,GLA
761,Audi,2021,5.2,Diesel,Automatic,218403,New,20134.21,A3
111,Honda,2011,5.1,Hybrid,Automatic,174942,Used,91445.73,Accord
43,Tesla,2022,4.2,Diesel,Automatic,219882,Like New,19855.49,Model Y
126,BMW,2001,2.6,Diesel,Manual,179992,Like New,96018.28,X3
205,BMW,2014,4.6,Electric,Automatic,25378,Used,93578.52,3 Series
1474,Mercedes,2023,3.6,Hybrid,Manual,221404,Used,55339.2,GLC
53,Tesla,2011,2.4,Petrol,Manual,267885,Like New,9319.14,Model S
546,Honda,2012,5.0,Diesel,Manual,157591,Used,58915.9,Accord
69,BMW,2008,4.7,Diesel,Manual,177505,Used,43126.91,5 Series
2224,Mercedes,2015,1.9,Diesel,Automatic,176169,New,54504.69,E-Class
1952,Mercedes,2014,5.3,Diesel,Manual,283453,Like New,53526.46,GLA
2198,Toyota,2020,3.6,Hybrid,Automatic,23466,Like New,73872.23,Corolla
1909,Mercedes,2021,1.6,Diesel,Manual,37170,Like New,82659.21,GLA
1425,Tesla,2001,3.8,Hybrid,Manual,44308,Used,66929.12,Model 3
184,Audi,2011,1.6,Diesel,Automatic,204249,Used,65248.06,Q7
138,Honda,2010,5.2,Petrol,Automatic,50385,Like New,62989.13,Accord
900,Toyota,2023,1.2,Hybrid,Automatic,140689,Like New,90138.79,Corolla
797,BMW,2021,1.5,Electric,Manual,259125,New,24191.69,X3
133,Toyota,2004,3.8,Diesel,Automatic,8720,Used,23695.06,RAV4
81,BMW,2005,4.9,Hybrid,Automatic,136169,Used,44119.84,5 Series
1587,Toyota,2020,2.9,Hybrid,Manual,31440,Used,87800.17,Corolla
2158,Audi,2019,1.3,Hybrid,Automatic,186110,Used,90175.23,A3
759,Audi,2009,3.3,Electric,Manual,210084,New,15212.37,A3
542,BMW,2005,5.8,Electric,Automatic,86332,Like New,44875.96,5 Series
1020,Mercedes,2004,4.0,Hybrid,Manual,231853,Like New,6126.25,GLA
1767,Tesla,2007,3.7,Electric,Manual,52284,Used,80829.36,Model 3
984,Mercedes,2018,4.4,Hybrid,Manual,124726,Used,58358.86,E-Class
2232,BMW,2000,1.1,Petrol,Manual,9404,Used,19504.91,X5
166,Mercedes,2003,1.3,Petrol,Manual,146511,New,28360.3,E-Class
249,BMW,2004,3.4,Petrol,Manual,71934,New,35782.66,X3
1332,Toyota,2010,1.6,Electric,Manual,246281,Used,74744.21,RAV4
447,Honda,2012,5.3,Diesel,Manual,81462,New,95727.68,Accord
1777,Honda,2023,1.9,Petrol,Manual,62508,Like New,33620.02,Fit
859,BMW,2009,4.0,Hybrid,Manual,179354,Used,97595.54,3 Series
1359,Audi,2018,2.2,Diesel,Manual,37570,New,70055.56,Q7
1862,BMW,2015,5.6,Diesel,Automatic,237230,Used,72256.62,3 Series
98,Mercedes,2006,3.5,Hybrid,Manual,32543,Used,15118.61,E-Class
2308,Ford,2003,5.0,Electric,Manual,237011,New,54826.47,Focus
806,Mercedes,2012,5.1,Diesel,Manual,144542,Used,46478.38,GLA
738,Ford,2009,5.8,Diesel,Automatic,278101,Used,27891.17,Explorer
2101,Audi,2016,2.0,Diesel,Manual,203877,Used,73838.03,Q5
1886,Toyota,2021,4.4,Hybrid,Automatic,109268,Used,99400.47,Camry
2001,Audi,2007,5.6,Petrol,Manual,206084,Like New,70699.19,Q5
103,BMW,2006,4.3,Hybrid,Automatic,165229,Like New,15952.67,X5
435,Honda,2005,6.0,Diesel,Automatic,227561,Like New,85357.36,Accord
75,Tesla,2020,3.9,Petrol,Manual,30531,New,14812.88,Model S
578,Mercedes,2004,1.8,Electric,Manual,243966,Used,7407.08,C-Class
1847,Tesla,2010,1.8,Diesel,Manual,2473,New,35229.65,Model 3
2313,Mercedes,2004,2.1,Petrol,Manual,77228,Used,57335.06,C-Class
1231,Honda,2007,3.2,Hybrid,Manual,202668,Like New,81817.76,Accord
919,Mercedes,2006,1.5,Petrol,Automatic,18013,Used,35226.41,C-Class
1327,Tesla,2005,5.7,Hybrid,Automatic,210005,New,24708.62,Model Y
2316,Mercedes,2000,1.0,Diesel,Manual,149333,Like New,98190.42,E-Class
2287,Tesla,2003,3.7,Petrol,Manual,242726,Used,72297.13,Model X
2246,BMW,2022,5.8,Diesel,Automatic,128568,New,14879.58,3 Series
763,Ford,2004,2.9,Electric,Automatic,17300,Used,25750.2,Mustang
2116,Ford,2010,5.7,Diesel,Manual,149787,Used,61246.11,Explorer
990,Ford,2013,1.2,Diesel,Manual,261968,Like New,87828.26,Explorer
389,Audi,2004,3.5,Diesel,Manual,232409,Like New,71685.59,A3
236,Ford,2017,2.6,Hybrid,Manual,236503,New,78582.28,Focus
2495,Mercedes,2001,2.3,Petrol,Manual,162586,Used,90378.98,E-Class
268,Ford,2016,4.7,Diesel,Manual,121173,Like New,22438.51,Focus
1330,Audi,2016,1.4,Hybrid,Manual,46539,New,30833.31,Q7
2304,Honda,2010,2.7,Hybrid,Manual,269006,New,95926.8,Fit
118,Audi,2009,3.7,Diesel,Automatic,134011,New,53463.16,Q5
438,Tesla,2001,4.1,Hybrid,Automatic,37805,Used,11371.43,Model S
674,Toyota,2007,5.1,Petrol,Manual,231572,New,13119.35,RAV4
250,Mercedes,2014,1.0,Diesel,Automatic,72788,Used,54345.82,GLA
2129,Toyota,2004,4.7,Petrol,Manual,110623,Like New,61424.06,Corolla
1575,Tesla,2010,5.3,Hybrid,Manual,179504,Like New,98343.6,Model 3
2497,Audi,2001,5.7,Hybrid,Manual,77701,Like New,24710.35,A3
95,Honda,2000,2.5,Diesel,Manual,174898,Like New,69598.62,Fit
1898,Honda,2007,2.1,Electric,Automatic,7253,Like New,41953.39,Civic
34,Ford,2007,4.7,Diesel,Manual,278203,Like New,31382.99,Fiesta
2135,Ford,2007,4.2,Hybrid,Automatic,119574,Like New,57430.62,Fiesta
2285,Toyota,2014,2.4,Hybrid,Manual,221738,New,52129.23,Corolla
449,Ford,2019,1.4,Hybrid,Automatic,165320,Like New,42389.89,Mustang
1470,Toyota,2000,4.1,Electric,Automatic,195868,Used,22034.71,Camry
1796,Ford,2014,2.7,Petrol,Manual,111116,Used,45869.26,Fiesta
717,Toyota,2004,5.0,Petrol,Automatic,218417,New,44867.12,Prius
1942,Ford,2021,3.2,Diesel,Manual,114380,Used,83111.28,Mustang
2176,BMW,2000,5.5,Electric,Manual,23645,New,97165.62,5 Series
1,Tesla,2016,2.3,Petrol,Manual,114832,New,26613.92,Model X
457,Mercedes,2004,1.8,Diesel,Automatic,80903,Used,12393.23,C-Class
1102,Tesla,2011,1.5,Diesel,Automatic,169573,Used,99496.42,Model S
1109,Honda,2002,3.9,Electric,Manual,124288,Used,77537.37,Fit
1883,Honda,2008,3.0,Diesel,Automatic,243725,Used,9931.56,CR-V
83,Mercedes,2003,4.2,Electric,Automatic,284220,Used,8239.09,GLC
1482,BMW,2014,5.0,Electric,Automatic,223674,Like New,67293.83,X5
1977,Honda,2006,4.1,Electric,Automatic,299334,Used,79670.05,CR-V
677,Mercedes,2022,1.0,Petrol,Manual,165746,Used,91155.16,GLC
2043,Mercedes,2019,5.9,Electric,Automatic,170881,Used,85817.24,E-Class
2127,Ford,2009,2.0,Hybrid,Manual,149748,Used,35492.41,Fiesta
1047,BMW,2015,4.0,Diesel,Automatic,207097,Used,47155.14,X3
1461,Ford,2011,3.9,Hybrid,Automatic,271941,New,5247.71,Mustang
771,Toyota,2005,5.7,Petrol,Automatic,199867,New,88900.74,RAV4
1669,Audi,2002,3.6,Petrol,Automatic,34512,New,61282.1,A4
2025,BMW,2014,5.2,Petrol,Automatic,253506,Used,24995.87,5 Series
1964,Audi,2006,3.7,Electric,Manual,93878,Used,59071.61,A3
518,Tesla,2012,2.6,Diesel,Manual,117116,New,59203.2,Model X
823,Mercedes,2019,4.8,Petrol,Automatic,204222,Used,25717.29,GLA
405,BMW,2015,4.0,Petrol,Automatic,183208,Like New,88580.82,5 Series
385,Mercedes,2021,4.4,Petrol,Manual,214340,Used,64349.62,GLA
1992,Mercedes,2002,2.7,Diesel,Manual,203400,Used,41682.58,E-Class
2425,Tesla,2004,3.8,Diesel,Automatic,182296,Used,75344.14,Model 3
105,Mercedes,2020,1.8,Petrol,Manual,69812,Used,83008.5,GLC
1634,BMW,2016,1.4,Electric,Manual,251054,Like New,30460.85,5 Series
2385,Tesla,2011,2.1,Petrol,Manual,260141,Like New,27412.41,Model S
689,Toyota,2019,1.9,Electric,Automatic,33826,Used,31141.53,RAV4
2211,Tesla,2013,5.7,Hybrid,Automatic,144294,New,49393.1,Model X
827,Audi,2005,4.7,Petrol,Manual,180076,New,96558.64,A3
1241,Toyota,2015,5.1,Diesel,Manual,159876,Used,40357.76,RAV4
63,Honda,2015,5.0,Diesel,Automatic,119107,New,28379.42,CR-V
1306,Tesla,2021,3.0,Electric,Manual,219182,Used,64997.58,Model 3
853,Audi,2018,5.7,Diesel,Manual,72723,Like New,39517.99,Q7
2321,Toyota,2023,3.9,Petrol,Automatic,45313,Used,70375.88,Prius
177,Tesla,2017,4.5,Petrol,Manual,14633,Like New,24143.84,Model 3
1263,Toyota,2023,2.4,Hybrid,Manual,223393,Like New,58366.77,Camry
224,Toyota,2017,5.4,Hybrid,Automatic,191791,Like New,65006.23,RAV4
146,Tesla,2012,4.5,Electric,Manual,137116,Used,90418.8,Model Y
1089,Honda,2001,3.7,Hybrid,Automatic,294067,Used,19754.74,Fit
374,BMW,2008,3.6,Diesel,Automatic,248966,Like New,25518.6,3 Series
1825,BMW,2005,4.0,Electric,Automatic,235572,New,58054.65,5 Series
2110,Audi,2012,1.4,Electric,Automatic,119894,Used,59744.06,Q5
1143,Tesla,2005,1.5,Diesel,Automatic,107157,Like New,19301.38,Model 3
2393,Ford,2001,5.0,Petrol,Automatic,131980,Used,9078.93,Explorer
2164,Mercedes,2006,3.1,Diesel,Manual,24815,New,31149.5,GLC
1275,Mercedes,2014,5.1,Petrol,Manual,69837,Used,59411.75,GLC
1266,Ford,2012,4.2,Electric,Automatic,159562,New,73956.04,Focus
2234,Toyota,2014,1.1,Petrol,Manual,113187,New,74530.9,Prius
1949,Ford,2019,1.2,Petrol,Automatic,173925,Used,25007.24,Explorer
10,Ford,2010,1.5,Electric,Automatic,135009,Like New,9560.22,Explorer
450,Honda,2017,2.9,Hybrid,Manual,31159,Used,50908.63,CR-V
1839,Mercedes,2020,5.8,Hybrid,Manual,259589,Like New,39595.03,E-Class
709,BMW,2004,5.1,Hybrid,Manual,161938,Used,54592.22,X5
256,Toyota,2013,3.9,Hybrid,Automatic,80738,Like New,28419.52,Camry
883,Ford,2021,1.1,Petrol,Manual,239947,New,54504.14,Mustang
1618,Tesla,2015,3.0,Petrol,Manual,295043,New,71616.86,Model Y
390,Ford,2019,4.5,Electric,Automatic,186381,Used,52131.56,Explorer
2016,Ford,2009,2.2,Diesel,Automatic,87594,Like New,75862.6,Mustang
2396,Audi,2018,2.6,Diesel,Automatic,276383,Used,45964.04,Q7
1582,BMW,2021,1.8,Petrol,Manual,231329,New,52264.4,5 Series
909,Toyota,2006,2.9,Electric,Automatic,283830,Like New,21967.75,Camry
925,Mercedes,2004,4.8,Petrol,Automatic,178772,New,12414.71,GLC
752,Audi,2023,3.4,Petrol,Automatic,197167,Like New,28497.74,Q7
1890,Tesla,2003,4.2,Diesel,Manual,18226,Like New,29938.42,Model 3
461,Tesla,2001,5.8,Petrol,Manual,61748,Used,44956.1,Model S
1748,Ford,2006,5.7,Hybrid,Manual,129236,New,56940.01,Mustang
1948,Honda,2000,2.1,Petrol,Manual,55746,Used,20227.88,Fit
1225,BMW,2002,3.8,Electric,Automatic,104509,Used,59521.86,X5
1169,Ford,2014,1.3,Petrol,Manual,21556,New,98017.72,Explorer
959,Honda,2013,3.0,Petrol,Automatic,26819,Like New,42996.21,CR-V
502,Mercedes,2022,5.3,Hybrid,Automatic,265161,Like New,16438.0,GLA
1728,Toyota,2016,2.6,Diesel,Automatic,279275,Used,56611.41,Prius
740,Honda,2011,2.7,Petrol,Manual,163947,Like New,13099.53,CR-V
41,Mercedes,2000,3.9,Petrol,Manual,204120,New,36094.75,E-Class
869,Toyota,2023,3.1,Petrol,Automatic,26325,Like New,23848.51,RAV4
732,Tesla,2015,3.8,Hybrid,Automatic,252615,New,72895.71,Model X
540,Tesla,2008,2.4,Hybrid,Automatic,184750,Used,83495.58,Model S
1202,Ford,2019,5.7,Petrol,Automatic,182631,Like New,94955.12,Fiesta
1340,BMW,2010,1.7,Hybrid,Automatic,121682,Used,65103.29,5 Series
698,BMW,2010,2.5,Electric,Manual,44498,Like New,41633.96,X5
2345,BMW,2015,4.7,Petrol,Manual,151958,Used,45808.83,X5
2088,BMW,2004,2.5,Petrol,Automatic,211803,Like New,38698.38,X5
2077,Mercedes,2010,3.0,Electric,Automatic,152420,Like New,57278.73,E-Class
1372,Ford,2012,2.2,Diesel,Automatic,116770,Like New,90639.8,Focus
1146,Ford,2000,2.2,Hybrid,Manual,201225,Like New,36281.01,Mustang
1032,BMW,2007,1.1,Hybrid,Manual,36303,New,55368.39,5 Series
373,Audi,2001,2.7,Petrol,Manual,297197,Like New,66410.9,Q5
668,Toyota,2017,3.4,Electric,Automatic,100808,Used,20368.47,Camry
1432,Tesla,2008,3.1,Hybrid,Manual,295215,New,34084.12,Model S
2184,Mercedes,2008,5.8,Petrol,Automatic,47024,Used,81877.62,GLC
358,Toyota,2020,4.1,Diesel,Automatic,260705,Used,47415.4,RAV4
968,Toyota,2015,5.9,Diesel,Automatic,87638,Like New,55061.49,Camry
784,Honda,2015,1.6,Petrol,Manual,248342,Like New,26623.0,CR-V
736,Tesla,2003,5.9,Electric,Manual,189787,New,20045.44,Model S
1354,Audi,2008,5.8,Electric,Automatic,1832,New,44365.11,Q7
1036,Ford,2014,1.9,Electric,Automatic,222787,New,69759.19,Fiesta
971,Tesla,2001,4.3,Hybrid,Manual,110205,Like New,64335.6,Model Y
471,BMW,2020,4.4,Electric,Manual,285626,Like New,70861.07,3 Series
656,Honda,2018,1.9,Diesel,Manual,218348,Like New,68907.69,Accord
2354,Toyota,2003,2.5,Diesel,Automatic,271952,Used,15569.82,Corolla
1910,Audi,2000,2.0,Petrol,Manual,43555,Like New,16615.92,A3
2331,Tesla,2016,3.0,Hybrid,Automatic,171955,Used,84575.51,Model X
1397,BMW,2014,4.4,Diesel,Automatic,206329,Like New,27289.12,X3
1537,Tesla,2019,4.8,Hybrid,Automatic,83697,New,5765.54,Model S
1984,Honda,2000,5.0,Diesel,Automatic,42192,Like New,29031.25,Accord
2182,Tesla,2010,3.4,Petrol,Automatic,57042,New,21928.66,Model 3
1550,Mercedes,2021,5.4,Diesel,Automatic,180926,Like New,56635.93,GLC
1329,BMW,2013,2.5,Electric,Automatic,47842,New,66427.69,X3
1257,BMW,2008,5.0,Petrol,Manual,125534,Used,56703.88,X5
2162,Honda,2002,4.0,Petrol,Manual,106968,Like New,28214.89,CR-V
1426,Toyota,2005,5.0,Petrol,Manual,135669,Used,8673.23,Camry
1465,Tesla,2007,2.2,Electric,Manual,275877,Used,79657.35,Model S
1556,Toyota,2001,4.5,Electric,Automatic,46996,Like New,74717.66,Corolla
2156,Ford,2016,2.8,Petrol,Manual,134271,New,47704.51,Focus
